url,title,price,height,width,media
https://www.bearspace.co.uk/product-page/gloaming-by-suzanne-moxhay,Gloaming by Suzanne Moxhay,690.0,60.0,40.0,Archival Digital print
https://www.bearspace.co.uk/product-page/neon-pool,Lucinda Metcalfe - Neon Pool,640.0,39.0,49.5,"Acrylic and oil on board, 2016"
https://www.bearspace.co.uk/product-page/retreating-then-advancing-repeatedly-over-the-centuries-5,"'Retreating, then advancing repeatedly over the centuries'5 by Janie Kidston",540.0,50.0,60.0,Archival inkjet print
https://www.bearspace.co.uk/product-page/sky-walk-by-jane-ward,Sky Walk by Jane ward,940.0,90.0,70.0,Digital Print on Canvas with Dissolved ink
https://www.bearspace.co.uk/product-page/heated-discussion-by-lucinda-metcalfe,Heated Discussion by Lucinda Metcalfe,640.0,43.0,38.0,Oil Paint on Board
https://www.bearspace.co.uk/product-page/castle-by-jane-ward,Castle by Jane Ward,940.0,90.0,70.0,Digital print on Canvas with dissolved ink
https://www.bearspace.co.uk/product-page/amongst-the-impcat-scars,Amongst the Impcat Scars by Jane Ward,1400.0,125.0,90.0,Digital print on canvas with hand dissoved ink
https://www.bearspace.co.uk/product-page/moving-from-the-side-of-the-vallery,Moving from the side of the valley by Janie Kidston,540.0,50.0,60.0,Archival digital print
https://www.bearspace.co.uk/product-page/walking-out-over-ice-in-midsummer-1,Walking Out Over Ice in Midsummer 1 by Janie Kidston,940.0,84.0,59.0,Archival Digital Print
https://www.bearspace.co.uk/product-page/garden-city-state-1a-by-jane-ward,Garden City State 1a by Jane Ward,490.0,60.0,45.0,Digital print with hand dissolved ink and gold leaf
https://www.bearspace.co.uk/product-page/garden-city-state-1b-by-jane-ward,Garden City State 1b by Jane Ward,490.0,60.0,45.0,Digital print with hand dissolved ink and gold leaf
https://www.bearspace.co.uk/product-page/then-all-was-calm,Then All Was Calm... by Dominic Bradnum,2400.0,110.0,150.0,"Oil with charcoal, watercolour, salt & sand on canvas"
https://www.bearspace.co.uk/product-page/garden-city-state-1c-by-jane-ward,Garden City State 1c by Jane Ward,490.0,60.0,45.0,Digital print with hand dissolved ink and gold leaf
https://www.bearspace.co.uk/product-page/secret-place-by-natasha-kissell,Secret Place by Natasha Kissell,940.0,70.0,60.0,Oil paint onto Canvas
https://www.bearspace.co.uk/product-page/anxiety-machines,Anxiety Machines by Chris Hawtin,1600.0,99.0,99.0,"Oil, enamel and acrylic on canvas"
https://www.bearspace.co.uk/product-page/gregor-s-hollow-by-chris-hawtin,Gregor's Hollow by Chris Hawtin,4000.0,198.0,198.0,"Oil, enamel, acrylic and resin on canvas"
https://www.bearspace.co.uk/product-page/jubellied-joy-song-by-nadja-gabriela-plein,Jubellied (joy song) by Nadja Gabriela Plein,490.0,50.0,41.0,Paint onto Aluminium with subframe
https://www.bearspace.co.uk/product-page/under-a-bruised-and-leaden-sky-by-dominic-badnum,Under A Bruised And Leaden Sky by Dominic Badnum,1600.0,100.0,100.0,Oil with charcoal & watercolour on canvas
https://www.bearspace.co.uk/product-page/jerome-s-peak-by-chris-hawtin,Jerome's Peak by Chris Hawtin,2400.0,132.0,143.0,"Oil,enamel and acrylic on canvas"
https://www.bearspace.co.uk/product-page/seth-s-narrows-by-chris-hawtin,Seth's Narrows by Chris Hawtin,800.0,59.0,47.0,Oil and acrylic on canvas
https://www.bearspace.co.uk/product-page/i-crash-into-your-arms,I Crash Into Your Arms by Dominic Bradnum,1400.0,70.0,100.0,"Oil with charcoal, watercolour, salt & sand on canvas"
https://www.bearspace.co.uk/product-page/relic-engines-by-chris-hawtin,Relic Engines by Chris Hawtin,690.0,45.0,40.0,"Oil, enamel and acrylic on canvas"
https://www.bearspace.co.uk/product-page/photeus-at-the-pythia-by-chris-hawtin,Photeus at the Pythia by Chris Hawtin,1200.0,70.0,70.0,Oil and acrylic on canvas
https://www.bearspace.co.uk/product-page/the-cope-marsh-station,The Cope Marsh Station by Chris Hawtin,1400.0,86.0,86.0,Oil on canvas
https://www.bearspace.co.uk/product-page/protist-peak-by-chris-hawtin,Protist Peak by Chris Hawtin,690.0,40.0,50.0,Oil and acrylic on canvas
https://www.bearspace.co.uk/product-page/the-vandal-by-chris-hawtin,The Vandal by Chris Hawtin,250.0,76.0,56.0,Screenprint on paper
https://www.bearspace.co.uk/product-page/the-scientist-by-chris-hawtin,The Scientist by Chris Hawtin,250.0,76.0,56.0,Screen print on paper
https://www.bearspace.co.uk/product-page/the-dawn-chorus-by-chris-hawtin,The Dawn Chorus by Chris Hawtin,3800.0,170.0,160.0,Oil and acrylic on Canvas
https://www.bearspace.co.uk/product-page/tilt-by-chris-hawton,Tilt by Chris Hawton,800.0,51.0,46.0,Oil and acrylic on canvas
https://www.bearspace.co.uk/product-page/myriorama-room-series-fireplace-ii-by-bella-easton,MYRIORAMA ROOM series – FIREPLACE II by Bella Easton,2800.0,89.0,117.0,Artist: Bella Easton
https://www.bearspace.co.uk/product-page/the-hidden-city-by-chris-hawtin,The Hidden City by Chris Hawtin,1600.0,87.0,101.0,Oil and enamel on canvas
https://www.bearspace.co.uk/product-page/chiral-v-by-bella-easton,Chiral V by Bella Easton,940.0,40.0,18.0,Watercolour and hand coloured copper plate etching on Velin Arches
https://www.bearspace.co.uk/product-page/chiral-vi-by-bella-easton,Chiral VI by Bella Easton,940.0,40.0,18.0,Watercolour and hand coloured copper plate etching on Velin Arches
https://www.bearspace.co.uk/product-page/myriorama-room-series-lamp-by-bella-easton,MYRIORAMA ROOM series - LAMP by Bella Easton,2800.0,89.0,117.0,Artist: Bella Easton
https://www.bearspace.co.uk/product-page/myriorama-room-series-armchair-by-bella-easton,MYRIORAMA ROOM series –ARMCHAIR by Bella Easton,2800.0,89.0,117.0,Artist: Bella Easton
https://www.bearspace.co.uk/product-page/chiral-iii-by-bella-easton,Chiral III by Bella Easton,940.0,40.0,18.0,Watercolour and hand coloured copper plate etching on Velin Arches
https://www.bearspace.co.uk/product-page/overland-1-by-jane-ward,Overland 1 by Jane Ward,1400.0,90.0,120.0,Archival digital print on canvas
https://www.bearspace.co.uk/product-page/overland-2-by-jane-ward,Overland 2 by Jane Ward,1400.0,90.0,120.0,Archival digital print on canvas
https://www.bearspace.co.uk/product-page/chiral-iv-by-bella-easton,Chiral IV by Bella Easton,940.0,40.0,18.0,Watercolour and hand coloured copper plate etching on Velin Arches
https://www.bearspace.co.uk/product-page/chiral-ii-by-bella-easton,Chiral II by Bella Easton,940.0,40.0,18.0,Watercolour and hand coloured copper plate etching on Velin Arches
https://www.bearspace.co.uk/product-page/march-by-chris-hawtin,March by Chris Hawtin,940.0,57.0,62.0,Oil on Canvas
https://www.bearspace.co.uk/product-page/overland-3-by-jane-ward,Overland 3 by Jane Ward,1400.0,90.0,120.0,Archival digital print on canvas
https://www.bearspace.co.uk/product-page/alpine-1-by-jane-ward,Alpine 1 by Jane Ward,290.0,40.0,30.0,Digital print on canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/alpine-2-by-jane-ward,Alpine 2 by Jane Ward,290.0,40.0,30.0,Digital print on canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/alpine-3-by-jane-ward,Alpine 4 by Jane Ward,290.0,40.0,30.0,Digital print on canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/overland-4-by-jane-ward,Overland 4 by Jane Ward,1400.0,90.0,120.0,Archival digital print on canvas
https://www.bearspace.co.uk/product-page/alpine-3-by-jane-ward-1,Alpine 3 by Jane Ward,290.0,40.0,30.0,Digital print on canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/summer-breeze-by-lucinda-metcalfe,Summer Breeze by Lucinda Metcalfe,690.0,57.5,45.0,Oil paint on primed paper
https://www.bearspace.co.uk/product-page/take-our-time-someday-by-chris-hawtin,Take Our Time (Someday) by Chris Hawtin,640.0,40.0,30.0,Oil and acrylic on canvas
https://www.bearspace.co.uk/product-page/the-wheel-by-chris-hawtin,The Wheel by Chris Hawtin,4000.0,198.0,198.0,"Oil, enamel, acrylic and plaster on canvas"
https://www.bearspace.co.uk/product-page/venn-s-bluff-by-chris-hawtin,Venn's Bluff by Chris Hawtin,3800.0,180.0,180.0,"Oil, enamel, acrylic and plaster on canvas"
https://www.bearspace.co.uk/product-page/ennio-fallen-by-chris-hawtin,Ennio Fallen by Chris Hawtin,4000.0,198.0,198.0,"Oil, enamel, acrylic and plaster on canvas"
https://www.bearspace.co.uk/product-page/guiding-light-by-chris-hawtin,Guiding Light by Chris Hawtin,695.0,40.0,30.0,Oil & acrylic on canvas
https://www.bearspace.co.uk/product-page/loneliness-by-chris-hawtin,Loneliness by Chris Hawtin,640.0,40.0,30.0,"Oil, acrylic and pigment on canvas"
https://www.bearspace.co.uk/product-page/embers-by-chris-hawtin,Embers by Chris Hawtin,640.0,40.0,30.0,Oil and acrylic on canvas
https://www.bearspace.co.uk/product-page/the-castle-by-chris-hawtin,The Castle by Chris Hawtin,1400.0,90.0,70.0,Oil & acrylic on canvas
https://www.bearspace.co.uk/product-page/sovereign,Sovereign,640.0,22.0,1413.5,Mixed media
https://www.bearspace.co.uk/product-page/copy-of-recon-drones-by-chris-hawtin,copy of Recon Drones by Chris Hawtin,640.0,22.0,1413.5,Mixed media
https://www.bearspace.co.uk/product-page/the-mortal-frame-by-chris-hawtin,The Mortal Frame by Chris Hawtin,1600.0,99.0,99.0,Oil & acrylic on canvas
https://www.bearspace.co.uk/product-page/bridge-over-garden-city-state-by-jane-ward,Bridge Over Garden City State by Jane Ward,1800.0,90.0,120.0,Archival digital print on canvas
https://www.bearspace.co.uk/product-page/capital-drone-by-chris-hawtin,Capital Drone by Chris Hawtin,640.0,22.0,1413.5,Mixed media
https://www.bearspace.co.uk/product-page/the-high-way-peak-by-jane-ward,The High Way (Pass) by Jane Ward,940.0,90.0,70.0,Digital print on Canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/yeti-over-mount-fuji-pantone-yellow-by-phil-ashcroft,YETI OVER MOUNT FUJI (PANTONE YELLOW) by Phil Ashcroft,150.0,59.4,42.0,screenprint on paper
https://www.bearspace.co.uk/product-page/yellow-wall-by-lucinda-metcalfe-1,Yellow Wall by Lucinda Metcalfe,1200.0,60.0,80.0,Oil Paint and acrylic on board
https://www.bearspace.co.uk/product-page/factory-by-chris-hawtin,Factory by Chris Hawtin,640.0,22.0,1413.5,Mixed media
https://www.bearspace.co.uk/product-page/recon-drones-by-chris-hawtin,Recon Drones by Chris Hawtin,640.0,22.0,1413.5,Mixed media
https://www.bearspace.co.uk/product-page/emplacement-1-by-victoria-ashdown,Emplacement 1 by Victoria Ashdown,140.0,30.0,30.0,"Porcelain, red acrylic, steel, wire"
https://www.bearspace.co.uk/product-page/emplacement-3-by-victoria-ashdown,Emplacement 3 by Victoria Ashdown,180.0,15.0,42.0,"Green acrylic, wood, steel, wire"
https://www.bearspace.co.uk/product-page/emplacement-5-by-victoria-ashdown,Emplacement 5 by Victoria Ashdown,240.0,40.0,26.0,"porcelain, pink acrylic, wood, steel, wire"
https://www.bearspace.co.uk/product-page/emplacement-2-by-victoria-ashdown,Emplacement 2 by Victoria Ashdown,180.0,26.0,4.0,"Yellow acrylic, steel and wire"
https://www.bearspace.co.uk/product-page/skywalk-by-jane-ward,Skywalk by Jane Ward,940.0,90.0,70.0,Digital print on Canvas with dissolved ink
https://www.bearspace.co.uk/product-page/follow-by-deanna-lewis,"""Follow"" by Deanna Lewis",340.0,35.0,50.0,Acrylic and oil paint on canvas
https://www.bearspace.co.uk/product-page/emplacement-6-by-victoria-ashdown,Emplacement 6 by Victoria Ashdown,240.0,20.0,21.0,"porcelain, green acrylic, concrete, wire"
https://www.bearspace.co.uk/product-page/point-by-deanna-lewis,"""Point"" by Deanna Lewis",340.0,35.0,50.0,Acrylic and oil paint on canvas
https://www.bearspace.co.uk/product-page/stroke-by-deanna-lewis,"""Stroke"" by Deanna Lewis",440.0,40.0,60.0,Acrylic and oil paint on canvas
https://www.bearspace.co.uk/product-page/exchange-by-deanna-lewis,"""Exchange"" by Deanna Lewis",340.0,35.0,50.0,Acrylic and oil paint on canvas
https://www.bearspace.co.uk/product-page/shift-by-deanna-lewis,"""Shift"" by Deanna Lewis",440.0,40.0,60.0,Acrylic and oil paint on canvas
https://www.bearspace.co.uk/product-page/emplacement-7-by-victoria-ashdown,Emplacement 7 by Victoria Ashdown,240.0,13.0,23.0,"Porcelain, orange acrylic, concrete, wire"
https://www.bearspace.co.uk/product-page/the-chaos-by-chris-hawtin,The Chaos by Chris Hawtin,940.0,50.0,60.0,Oil on canvas
https://www.bearspace.co.uk/product-page/the-reaches-by-chris-hawtin,The Reaches by Chris Hawtin,940.0,50.0,60.0,Oil on canvas
https://www.bearspace.co.uk/product-page/emplacement-4-by-victoria-ashdown,Emplacement 4 by Victoria Ashdown,180.0,43.0,25.0,"Porcelain, blue acylic, wood, steel, wire"
https://www.bearspace.co.uk/product-page/with-tomorrow-by-chris-hawtin,With Tomorrow by Chris Hawtin,940.0,50.0,60.0,Oil on canvas
https://www.bearspace.co.uk/product-page/the-high-way-peak-by-jane-ward-1,The High Way (Peak) by Jane Ward,940.0,90.0,70.0,Digital print on Canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/push-by-deanna-lewis,"""Push"" by Deanna Lewis",440.0,40.0,60.0,Acrylic and oil paint on canvas
https://www.bearspace.co.uk/product-page/message-of-undying-love-by-dominic-bradnum,Message Of Undying Love by Dominic Bradnum,2400.0,110.0,150.0,"oil, watercolour, charcoal and ink on canvas"
https://www.bearspace.co.uk/product-page/unfathomable-deeps-by-jane-ward,Unfathomable Deeps by Jane Ward,840.0,70.0,90.0,Digital print on Canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/in-these-solitudes-by-jane-ward,In These Solitudes by Jane Ward,840.0,70.0,90.0,Digital print on Canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/wherever-you-go-i-will-follow-by-dominic-bradnum,"Wherever You Go, I Will Follow by Dominic Bradnum",1400.0,70.0,100.0,"oil, watercolour, charcoal and ink on canvas"
https://www.bearspace.co.uk/product-page/sshhh-by-dominic-bradnum,SSHHH by Dominic Bradnum,640.0,40.0,50.0,oil on canvas
https://www.bearspace.co.uk/product-page/from-frozen-floods-by-jane-ward,From Frozen Floods by Jane Ward,840.0,70.0,90.0,Digital print on Canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/from-the-curved-horizon-by-jane-ward,From the Curved Horizon by Jane Ward,1400.0,90.0,120.0,Digital print on canvas with dissolved ink and gold leaf
https://www.bearspace.co.uk/product-page/broad-vales-between-by-jane-ward,Broad Vales Between by Jane Ward,840.0,70.0,90.0,Digital print on Canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/of-earth-air-and-water-by-jane-ward,"Of Earth, Air and Water by Jane Ward",840.0,70.0,90.0,Digital print on Canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/and-the-sunset-by-jane-ward,And The Sunset by Jane Ward,840.0,70.0,90.0,Digital print on Canvas with hand dissolved ink
https://www.bearspace.co.uk/product-page/to-the-zenith-sheight-by-jane-ward,To The Zenith'sHeight by Jane Ward,1400.0,90.0,120.0,Digital print on canvas with dissolved ink and pigment
https://www.bearspace.co.uk/product-page/museum-of-now-by-john-greenwood,Museum of now by John Greenwood,9800.0,45.0,38.0,Oil on Gessoed canvas on Board
https://www.bearspace.co.uk/product-page/entry-point-by-joseph-stokes,Entry Point by Joseph Stokes,720.0,50.0,40.0,Graphite on paper
https://www.bearspace.co.uk/product-page/el-dorado-by-john-greenwood,El Dorado by John Greenwood,3800.0,45.0,38.0,Oil on Gessoed canvas on Board
https://www.bearspace.co.uk/product-page/meld-3-by-vic-wright,Meld 3 by Vic Wright,440.0,18.0,12.0,"13k gold leaf, white casting cement and ink"
https://www.bearspace.co.uk/product-page/spangled-by-john-greenwood,Spangled by John Greenwood,3000.0,35.0,30.0,Oil on Canvas
https://www.bearspace.co.uk/product-page/white-sitting-double-by-vic-wright,White Sitting Double by Vic Wright,290.0,13.5,10.0,24K gold leaf & white casting cement
https://www.bearspace.co.uk/product-page/standing-white-and-grey-speckle-by-vic-wright,Standing White and Grey speckle by Vic Wright,325.0,14.0,13.0,White and Grey fine casting cement with white wax
https://www.bearspace.co.uk/product-page/where-stars-dissolve-by-bella-easton,Where Stars Dissolve by Bella Easton,3200.0,56.0,41.0,Pencil on Arches paper
https://www.bearspace.co.uk/product-page/standing-triple-black-grey-and-white-by-vic-wright,Standing Triple Black Grey and White by Vic Wright,340.0,14.0,11.0,White and grey casting cement with ink
https://www.bearspace.co.uk/product-page/standing-triple-grey-and-black-by-vic-wright,Standing Triple Grey and Black by Vic Wright,380.0,15.0,14.0,24k gold leaf with casting cement
https://www.bearspace.co.uk/product-page/angel-heart-by-bella-easton,ANGEL HEART by Bella Easton,3200.0,56.0,41.0,Pencil on Arches paper
https://www.bearspace.co.uk/product-page/standing-grey-double-by-vic-wright,Standing Grey double by Vic Wright,180.0,12.0,6.5,Grey casting cement
https://www.bearspace.co.uk/product-page/conversation-by-vic-wright,Conversation by Vic Wright,440.0,16.5,13.0,18K gold leaf and white casting cement
https://www.bearspace.co.uk/product-page/meld-1-by-vic-wright,Meld 1 by Vic Wright,440.0,17.0,14.0,"24k gold leaf, white casting cement and ground iron"
https://www.bearspace.co.uk/product-page/meld-2-by-vic-wright,Meld 2 by Vic Wright,320.0,15.0,12.0,"24k goldleaf, white and black cement with iron"
https://www.bearspace.co.uk/product-page/facet-by-vic-wright,Facet by Vic Wright,140.0,10.0,6.0,13k gold leaf and grey casting cement.
https://www.bearspace.co.uk/product-page/standing-white-black-gold-by-vic-wright,"Standing White , black & gold by Vic Wright",280.0,12.0,6.0,"Lichen gilded with 24k gold leaf, moss with ground copper, and white casting cement"
https://www.bearspace.co.uk/product-page/ore-by-vic-wright,Ore by Vic Wright,140.0,8.5,8.0,"18k goldleaf, grey casting cement and white wax."
https://www.bearspace.co.uk/product-page/conversation-3-by-vic-wright,Conversation 3 by Vic Wright,340.0,12.0,10.0,"Fine white casting cement, ink, crystals and 24k gold leaf"
https://www.bearspace.co.uk/product-page/green-sanctuary-by-dionne-cole,Green Sanctuary by Dionne Cole,1200.0,58.0,85.5,Sculpted hand and laser cut paper
https://www.bearspace.co.uk/product-page/facet-4-by-vic-wright,Facet 4 by Vic Wright,140.0,7.5,6.0,Fine white casting cement and 24k gold leaf
https://www.bearspace.co.uk/product-page/conversation-2-by-vic-wright,Conversation 2 by Vic Wright,320.0,12.0,8.0,Black and white casting cement with 24k gold leaf
https://www.bearspace.co.uk/product-page/facet-3-by-vic-wright,Facet 3 by Vic Wright,140.0,7.0,7.0,"Fine white casting cement, ink and 18k gold"
https://www.bearspace.co.uk/product-page/facet-2-by-vic-wright,Facet 2 by Vic Wright,140.0,7.0,7.0,"24k gold leaf, white casting cement and ink"
https://www.bearspace.co.uk/product-page/i-see-beauty-in-everything-by-dominic-badnum,I See Beauty In Everything by Dominic Badnum,1600.0,80.0,100.0,oil on canvas with charcoal and watercolour
https://www.bearspace.co.uk/product-page/facet-5-by-vic-wright,Facet 5 by Vic Wright,140.0,8.0,6.5,"Fine white casting cement, ink and 24k gold leaf"
https://www.bearspace.co.uk/product-page/flight-by-dionne-cole,Flight by Dionne Cole,2800.0,92.0,155.0,Sculpted hand and laser cut paper
https://www.bearspace.co.uk/product-page/shades-of-coral-ii-by-dionne-cole,Shades of Coral II by Dionne Cole,490.0,30.5,40.7,Sculpted hand and laser cut paper
https://www.bearspace.co.uk/product-page/you-took-my-breath-away-by-dominic-badnum,This Day Is Ours by Dominic Bradnum,640.0,40.0,50.0,"oil with charcoal, watercolour and pencil on canvas"
https://www.bearspace.co.uk/product-page/the-tide-seems-to-whisper-your-name-by-dominic-badnum,The Tide Seems To Whisper Your Name by Dominic Badnum,1600.0,80.0,100.0,oil on canvas
https://www.bearspace.co.uk/product-page/purple-motion-by-dionne-cole,Purple Motion by Dionne Cole,1200.0,59.4,84.1,"Sculpted hand and laser cut paper, pins"
https://www.bearspace.co.uk/product-page/meld-5-by-vic-wright,Meld 6 by Vic Wright,440.0,17.0,18.0,"16K goldleaf, white casting cement, pigment and ink"
https://www.bearspace.co.uk/product-page/disperse-by-dionne-cole,Disperse by Dionne Cole,1400.0,76.0,101.6,"Sculpted hand and laser cut paper, pins"
https://www.bearspace.co.uk/product-page/take-my-hand-by-dominic-badnum,Take My Hand by Dominic Badnum,840.0,40.0,50.0,oil on canvas with charcoal and watercolour
https://www.bearspace.co.uk/product-page/the-ephemeral-isles-1-by-jane-ward,The Ephemeral Isles 1 by Jane Ward,1800.0,90.0,120.0,Digital print on Aluminium
https://www.bearspace.co.uk/product-page/castle-2-by-jane-ward,Castle 2 by Jane Ward,640.0,45.0,60.0,Digital print on Aluminium
https://www.bearspace.co.uk/product-page/those-hidden-ravines-by-jane-ward,Those Hidden Ravines by Jane Ward,640.0,45.0,60.0,Digital print on Aluminium
https://www.bearspace.co.uk/product-page/copy-of-meld-5,Meld 5,420.0,17.0,15.0,"13K gold leaf, copper leaf, white casting cement, iron and pigment"
https://www.bearspace.co.uk/product-page/unfathomable-deeps-by-jane-ward-1,Unfathomable Deeps by Jane Ward,340.0,24.0,30.0,Digital print on Aluminium
https://www.bearspace.co.uk/product-page/meld-4-by-vic-wright,Meld 4 by Vic Wright,440.0,18.0,15.0,"13K gold leaf, copper leaf, white casting cement, iron and pigment"
https://www.bearspace.co.uk/product-page/from-frozen-floods-by-jane-ward-1,From Frozen Floods by Jane Ward,340.0,24.0,30.0,Digital print on Aluminium
https://www.bearspace.co.uk/product-page/from-steep-to-steep-by-jane-ward,From Steep to Steep by Jane Ward,640.0,45.0,60.0,Digital print on Aluminium
https://www.bearspace.co.uk/product-page/fragmentation-no-44-by-jim-cheatle,FRAGMENTATION No.44 by Jim Cheatle,1200.0,70.0,54.5,"Resin, pigments, inkjet prints, canvas, MDF"
https://www.bearspace.co.uk/product-page/fragmentation-no-45-by-jim-cheatle,FRAGMENTATION No.45 by Jim Cheatle,1200.0,70.0,54.5,"Resin, pigments, inkjet prints, acrylic, paper, MDF"
https://www.bearspace.co.uk/product-page/the-ephemeral-isles-5a-by-jane-ward,The Ephemeral Isles 5 by Jane Ward,490.0,45.0,60.0,Digital print on canvas with dissolved ink
https://www.bearspace.co.uk/product-page/fragmentation-no-46-by-jim-cheatle,FRAGMENTATION No.46 by Jim Cheatle,1200.0,70.0,54.5,"Resin, pigments, indian ink, watercolour paper, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/fragmentation-no-10-by-jim-cheatle,FRAGMENTATION No.10 by Jim Cheatle,1200.0,70.0,54.5,"Resin, pigments, paper, indian ink, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/fragmentation-no-33-by-jim-cheatle,FRAGMENTATION No.33 by Jim Cheatle,1200.0,70.0,54.5,"Resin, pigments, canvas, paper, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/fragmentation-no-17-by-jim-cheatle,FRAGMENTATION No.17 by Jim Cheatle,1200.0,70.0,54.5,"Resin, pigments, canvas, paper, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/portal-1-by-jane-ward,Portal 1 by Jane Ward,320.0,30,30,Digital print under acrylic with subframe
https://www.bearspace.co.uk/product-page/fragstudy-1-by-jim-cheatle,Fragstudy 1 by Jim Cheatle,490.0,30.5,23.0,"Resin, pigments, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/fragstudy-5-by-jim-cheatle,Fragstudy 7 by Jim Cheatle,490.0,30.5,23.0,"Resin, pigments, inkjet prints, MDF"
https://www.bearspace.co.uk/product-page/to-the-zenith-s-height-by-jane-ward,To The Zenith's Height by Jane Ward,1400.0,90.0,120.0,Archival digital print on canvas with dissolved canvas
https://www.bearspace.co.uk/product-page/morning-came-by-dominic-bradnum,Morning Came by Dominic Bradnum,640.0,40.0,50.0,"oil with charcoal, watercolour and pencil on canvas"
